	x	y
0	20.957	12.968
1	21.924	11.993
2	21.894	12.97
3	20.89	11.963
4	23.1	12.073
5	23.085	13.062
6	17.916	13.005
7	17.902	12.068
8	16.865	12.007
9	16.967	13.002
10	18.916	13.008
11	20.09	12.997
12	19.008	12.001
13	20.037	11.975
14	20.059	15.013
15	18.899	14.065
16	18.974	15.008
17	20.047	14.002
18	17.965	15.036
19	16.86	15.082
20	17.978	14.012
21	16.877	17.079
22	17.964	17.096
23	16.937	16.051
24	17.928	16.017
25	20.005	17.092
26	18.953	16.003
27	20.034	16.01
28	18.903	17.121
29	23.076	15.083
30	23.064	14.074
31	21.918	13.976
32	20.906	14.986
33	21.915	14.965
34	20.931	13.984
35	21.9	15.97
36	21.911	16.958
37	20.901	17.013
38	20.926	15.974
39	23.091	16.075
40	23.083	17.083
41	6.859	12.032
42	6.858	13.023
43	7.914	12.035
44	7.849	13.029
45	7.858	14.051
46	6.856	15.045
47	6.809	14.037
48	7.892	15.033
49	6.884	16.051
50	7.858	17.109
51	6.912	17.087
52	7.878	16.044
53	13.986	13.04
54	13.006	12.044
55	13.937	12.047
56	13.093	13.06
57	15.948	12.017
58	14.93	13.026
59	14.988	12.014
60	15.905	13.028
61	9.826	12.991
62	9.064	13.018
63	9.03	12.006
64	9.814	12.001
65	10.832	11.999
66	11.988	13.097
67	12.034	12.082
68	10.824	12.972
69	10.846	14.0
70	10.827	14.992
71	12.02	15.091
72	12.021	14.134
73	9.86	15.004
74	9.834	14.017
75	9.027	14.034
76	9.0	15.03
77	9.824	16.015
78	9.048	16.031
79	9.828	16.999
80	9.022	17.036
81	12.029	16.092
82	12.0	17.086
83	10.854	15.98
84	14.89	14.02
85	14.969	15.034
86	15.936	14.022
87	15.933	15.058
88	13.98	15.051
89	14.02	14.052
90	12.995	15.067
91	13.052	14.069
92	13.953	16.073
93	13.046	17.065
94	13.032	16.084
95	13.969	17.055
96	14.944	17.067
97	15.888	17.034
98	15.909	16.041
99	14.95	16.048
100	15.933	19.033
101	14.948	19.03
102	14.956	18.029
103	15.895	18.032
104	13.047	19.065
105	13.942	18.045
106	13.057	18.071
107	13.989	19.063
108	10.863	18.991
109	12.02	18.099
110	12.02	19.064
111	10.845	17.986
112	9.808	19.069
113	9.868	18.006
114	9.025	18.037
115	8.986	19.133
116	6.934	18.03
117	7.854	19.132
118	7.871	18.051
119	23.114	18.066
120	23.103	19.067
121	20.887	17.969
122	21.913	17.952
123	21.92	18.964
124	20.893	18.968
125	20.066	18.002
126	20.057	18.994
127	18.955	19.019
128	18.914	18.011
129	16.938	18.059
130	17.975	19.041
131	17.947	18.038
132	16.903	19.014
133	15.961	20.035
134	14.915	20.008
135	14.012	20.043
136	13.068	20.06
137	13.967	21.058
138	13.041	21.067
139	14.985	21.084
140	12.036	20.093
141	10.814	19.996
142	9.879	20.057
143	9.051	20.026
144	9.811	20.994
145	9.021	21.014
146	12.034	21.073
147	10.85	20.964
148	7.878	20.043
149	7.971	21.037
150	20.953	19.996
151	20.946	21.031
152	20.094	20.009
153	18.951	20.015
154	16.957	20.009
155	17.998	21.034
156	16.883	21.055
157	18.927	20.999
158	20.092	21.005
159	21.89	19.855
160	14.064	22.041
161	13.079	22.061
162	14.888	22.026
163	9.042	22.108
164	9.846	22.094
165	12.03	22.208
166	10.845	22.043
167	12.125	22.969
168	14.944	22.997
169	13.085	23.017
170	14.01	23.019
171	17.993	22.038
172	18.924	22.116
173	24.126	13.043
174	24.111	14.054
175	24.086	15.06
176	24.078	16.079
177	24.109	17.048
178	24.06	18.048
179	23.061	11.06
180	21.901	9.967
181	20.898	10.968
182	21.884	10.962
183	20.865	9.98
184	18.934	10.016
185	18.917	11.006
186	20.035	9.999
187	20.049	10.99
188	16.911	11.016
189	17.932	10.053
190	16.839	10.1
191	17.956	11.003
192	7.859	11.051
193	7.842	10.025
194	14.943	10.029
195	15.891	11.016
196	15.926	10.038
197	14.927	11.026
198	13.037	10.071
199	13.942	10.056
200	13.028	11.06
201	13.956	11.048
202	10.844	9.975
203	12.009	10.095
204	12.035	11.081
205	10.864	10.991
206	9.789	9.991
207	9.83	11.028
208	9.022	11.012
209	9.033	10.025
210	5.886	15.053
211	5.842	14.141
212	5.847	16.065
213	9.793	9.003
214	10.793	8.988
215	11.987	9.128
216	13.925	9.045
217	14.887	9.043
218	12.013	8.07
219	14.925	8.014
220	16.871	8.096
221	17.884	9.025
222	17.859	8.031
223	16.921	9.139
224	18.906	9.062
225	20.066	7.967
226	20.08	9.021
227	18.966	8.001
228	15.941	9.067
229	15.929	8.016
230	20.888	8.968
231	21.836	8.956
