	x	y
0	17.825	11.897
1	16.929	12.962
2	19.126	13.002
3	19.87	12.979
4	19.902	11.946
5	18.936	11.938
6	18.899	14.981
7	19.886	14.984
8	19.881	13.954
9	18.886	13.962
10	17.878	14.982
11	17.019	14.993
12	16.927	13.973
13	17.952	13.969
14	17.001	17.043
15	17.806	17.097
16	16.921	15.957
17	17.745	15.849
18	19.097	15.979
19	19.909	16.973
20	19.824	15.978
21	18.999	17.022
22	12.96	11.951
23	13.906	11.97
24	12.981	12.922
25	13.885	12.952
26	15.019	12.002
27	15.951	11.946
28	14.936	12.959
29	8.894	11.985
30	9.834	12.942
31	9.796	11.941
32	8.887	12.988
33	12.043	12.931
34	10.847	11.944
35	12.028	11.923
36	10.865	12.915
37	10.892	13.922
38	10.902	14.941
39	12.02	14.964
40	12.001	13.96
41	9.852	14.965
42	8.865	13.903
43	8.887	15.085
44	8.936	17.007
45	8.912	15.979
46	9.828	15.959
47	9.864	16.949
48	11.984	15.968
49	10.854	16.96
50	11.987	16.953
51	10.883	15.952
52	14.932	14.994
53	15.983	13.951
54	14.898	13.989
55	15.943	14.965
56	13.916	14.976
57	13.991	13.969
58	13.118	14.989
59	13.02	14.058
60	13.0	15.964
61	12.995	17.009
62	14.015	15.956
63	14.013	16.987
64	14.954	16.97
65	15.926	15.972
66	15.946	16.962
67	14.917	15.969
68	15.951	17.954
69	14.953	18.991
70	14.981	17.981
71	15.998	18.984
72	12.999	18.97
73	14.012	18.968
74	14.014	17.979
75	12.981	17.964
76	12.014	17.964
77	12.051	18.965
78	10.935	18.943
79	10.908	17.959
80	8.945	19.019
81	8.916	18.015
82	9.878	18.982
83	9.901	17.962
84	19.876	18.99
85	19.898	17.985
86	18.932	17.974
87	19.063	19.014
88	17.826	19.076
89	16.984	17.972
90	17.925	17.908
91	16.996	19.008
92	18.846	10.97
93	19.926	10.958
94	16.92	10.974
95	17.941	10.986
96	14.939	10.951
97	15.95	10.947
98	12.956	10.957
99	13.953	10.94
100	10.864	10.925
101	12.031	10.959
102	9.789	10.938
103	8.87	10.959
104	18.911	9.973
105	19.881	9.947
106	18.054	9.919
107	16.777	9.939
108	15.927	9.933
109	14.942	9.956
110	12.914	9.952
111	13.966	9.962
112	10.888	9.914
113	12.069	9.937
114	18.073	9.027
115	16.833	9.013
116	18.894	8.975
117	12.931	8.992
118	14.008	8.975
119	14.932	8.966
120	15.923	8.959
121	7.88	12.007
122	7.86	12.99
123	7.855	13.959
124	7.852	15.013
125	7.985	17.016
126	7.977	15.991
127	7.889	19.013
128	7.894	18.063
129	6.988	14.979
130	6.94	13.963
131	6.887	16.007
132	14.985	19.986
133	16.003	19.971
134	12.922	20.009
135	14.133	20.029
136	12.03	19.972
137	10.903	19.976
138	9.94	19.958
139	8.834	20.029
140	23.056	19.93
141	23.992	19.994
142	20.919	19.948
143	21.942	19.939
144	19.911	19.983
145	18.935	19.979
146	17.956	19.983
147	16.956	20.008
148	20.853	11.9
149	20.875	12.925
150	20.919	14.936
151	20.884	13.923
152	20.927	16.931
153	20.967	15.929
154	20.909	18.939
155	20.911	17.929
156	21.866	13.908
157	21.913	14.918
158	21.911	16.903
159	21.917	15.901
160	21.948	17.916
161	21.934	18.922
162	23.078	16.932
163	23.084	17.936
164	14.007	20.991
165	13.013	20.998
166	16.003	20.969
167	14.98	20.994
168	9.905	20.955
169	12.03	20.979
170	10.928	20.936
171	20.915	20.938
172	21.953	20.927
173	23.024	20.957
174	24.072	20.966
175	17.985	21.008
176	16.942	21.016
177	20.057	21.013
178	12.996	21.992
179	13.866	21.943
180	16.016	21.986
181	12.008	21.919
182	10.925	21.959
183	12.036	23.986
184	12.084	23.034
185	10.924	23.941
186	10.857	22.96
187	11.998	24.961
188	10.866	24.973
189	16.015	22.965
190	14.939	24.032
191	16.047	23.998
192	15.027	22.92
193	13.007	22.993
194	13.926	22.977
195	13.019	23.993
196	13.971	23.986
197	14.01	24.989
198	13.006	25.001
199	15.015	24.977
200	15.949	24.961
201	21.97	21.93
202	20.914	21.959
203	23.059	21.939
204	18.024	22.006
205	16.928	22.057
206	19.011	22.003
207	19.821	21.978
208	19.999	24.004
209	19.898	22.992
210	18.95	22.997
211	18.898	24.01
212	16.946	22.997
213	17.969	22.982
214	16.97	24.008
215	17.928	23.994
216	18.062	24.982
217	17.051	25.012
218	19.85	24.976
219	19.019	24.983
220	23.032	24.019
221	23.056	22.957
222	21.889	22.888
223	20.923	23.951
224	20.971	22.944
225	21.904	23.949
226	20.894	24.941
227	21.953	24.932
228	23.123	24.955
229	23.023	18.956
230	24.04	19.023
231	12.027	25.972
232	12.996	25.984
233	14.021	26.002
234	14.933	25.995
235	16.001	25.973
236	17.911	25.981
237	17.027	25.995
238	19.925	25.99
239	18.918	25.994
240	21.928	25.898
241	20.975	25.927
242	23.122	25.959
243	15.015	26.959
244	15.989	26.972
245	13.935	26.931
246	12.987	26.984
247	21.98	26.961
248	20.958	26.955
249	18.951	26.988
250	19.87	27.018
251	17.951	26.99
252	16.965	27.009
253	16.037	27.966
254	14.959	28.024
255	13.948	28.017
256	18.895	28.025
257	19.991	28.061
258	17.909	27.989
259	17.035	27.989
260	16.105	29.003
261	16.984	29.022
