	x	y
0	16.92	9.015
1	16.945	11.075
2	16.97	10.118
3	16.939	12.132
4	16.949	13.055
5	16.942	15.088
6	16.941	17.065
7	16.919	16.055
8	9.862	9.024
9	12.08	9.115
10	10.802	9.131
11	13.979	9.1
12	15.008	9.051
13	15.949	9.027
14	15.944	10.075
15	15.002	11.082
16	15.004	10.067
17	15.968	11.107
18	13.095	11.07
19	13.98	11.112
20	13.044	10.102
21	14.012	10.11
22	14.025	13.091
23	13.03	12.084
24	13.071	13.097
25	14.011	12.095
26	15.941	12.112
27	15.041	12.084
28	15.044	13.062
29	15.919	13.049
30	10.861	10.031
31	12.009	11.134
32	12.053	10.127
33	10.877	11.024
34	9.865	9.925
35	9.904	11.036
36	9.894	13.04
37	9.876	12.033
38	12.025	13.139
39	10.901	13.022
40	10.897	12.014
41	12.054	12.119
42	12.033	15.113
43	10.927	15.025
44	12.156	14.169
45	10.918	14.019
46	9.853	15.049
47	9.846	14.032
48	9.903	17.052
49	9.938	16.03
50	11.996	16.133
51	12.138	17.112
52	10.882	16.005
53	15.042	15.076
54	15.959	14.072
55	15.052	14.069
56	15.929	15.087
57	13.045	14.103
58	14.016	15.1
59	13.988	14.097
60	12.988	15.112
61	13.02	17.101
62	13.004	16.105
63	14.042	17.098
64	14.068	16.1
65	16.001	16.036
66	15.026	17.076
67	15.987	17.056
68	15.003	16.087
69	15.965	19.084
70	15.979	20.048
71	15.982	18.073
72	15.087	18.088
73	15.043	19.053
74	15.03	20.071
75	13.963	18.117
76	14.018	20.086
77	13.051	18.114
78	13.039	19.141
79	14.024	19.115
80	13.075	20.083
81	10.915	19.122
82	12.074	19.146
83	12.12	18.147
84	10.891	18.054
85	12.083	20.128
86	10.889	20.06
87	9.927	19.137
88	9.922	20.102
89	9.973	18.069
90	16.941	18.066
91	16.982	20.044
92	16.963	19.075
93	7.948	14.067
94	7.934	15.059
95	7.888	17.1
96	7.949	16.058
97	9.039	13.047
98	8.974	15.075
99	9.005	14.101
100	9.024	17.101
101	8.966	16.052
102	8.953	18.123
103	9.016	19.137
104	7.924	19.141
105	7.923	18.071
106	14.041	21.074
107	13.048	21.079
108	16.016	21.036
109	15.011	21.199
110	9.919	21.027
111	12.104	21.106
112	10.91	21.025
113	20.956	13.026
114	21.911	12.021
115	21.985	13.004
116	20.963	12.011
117	24.104	13.074
118	23.089	13.112
119	23.159	12.11
120	18.014	13.011
121	18.003	12.045
122	18.987	12.027
123	18.947	13.037
124	20.049	13.047
125	20.043	12.064
126	20.045	15.084
127	18.999	14.054
128	20.009	14.118
129	18.946	15.079
130	18.029	15.076
131	17.985	14.023
132	18.005	16.074
133	18.006	17.101
134	18.981	16.045
135	20.057	16.054
136	19.014	17.064
137	20.053	17.144
138	23.113	15.098
139	24.051	15.103
140	24.098	14.066
141	23.14	14.129
142	21.905	14.024
143	20.997	14.001
144	20.959	15.073
145	21.95	15.022
146	21.939	16.016
147	21.942	17.038
148	20.917	16.026
149	20.931	17.088
150	23.108	17.15
151	24.073	16.077
152	24.097	17.116
153	23.132	16.099
154	25.069	12.085
155	26.094	13.04
156	25.113	13.092
157	26.038	12.058
158	26.073	15.042
159	26.05	14.068
160	25.032	14.077
161	25.104	15.095
162	26.084	17.051
163	26.069	16.055
164	25.054	16.105
165	25.072	17.081
166	25.086	19.093
167	26.095	20.067
168	25.088	18.079
169	25.097	20.079
170	26.043	18.053
171	26.096	19.077
172	23.137	19.129
173	24.104	19.104
174	23.087	18.132
175	24.109	18.089
176	24.106	20.115
177	23.144	20.121
178	21.965	20.01
179	20.908	18.049
180	20.985	20.071
181	20.969	18.993
182	21.965	19.016
183	21.939	18.025
184	19.012	19.025
185	20.06	19.068
186	18.977	18.073
187	20.064	20.082
188	18.996	20.044
189	20.104	18.051
190	17.994	18.082
191	17.979	19.059
192	8.957	11.091
193	8.997	10.052
194	9.04	12.046
195	9.006	20.114
196	14.063	22.058
197	13.084	22.085
198	16.047	22.132
199	15.028	22.055
200	12.091	22.103
201	10.908	22.093
202	12.104	23.073
203	15.037	23.003
204	13.018	23.006
205	14.06	23.002
206	25.082	21.054
207	26.076	21.03
208	27.078	21.025
209	21.016	21.023
210	21.949	21.039
211	23.16	21.089
212	24.13	21.069
213	17.988	21.061
214	19.011	21.044
215	20.069	21.094
216	23.077	11.112
217	24.087	11.075
218	21.926	11.038
219	20.93	11.007
220	20.063	11.042
221	18.93	11.054
222	17.984	11.083
223	25.03	11.1
224	26.991	13.041
225	27.997	14.034
226	27.034	15.057
227	27.966	15.165
228	27.06	14.035
229	27.011	17.187
230	28.04	17.062
231	27.018	16.042
232	28.004	16.037
233	28.016	19.075
234	27.041	19.066
235	26.99	18.059
236	28.047	18.055
237	26.108	22.063
238	25.084	22.07
239	26.147	22.981
240	25.146	22.992
241	21.931	22.121
242	21.074	22.101
243	23.144	22.097
244	24.114	22.074
245	19.032	22.087
246	20.043	22.146
247	20.038	22.966
248	19.031	22.942
249	24.099	23.018
250	23.137	23.03
251	21.027	22.938
252	21.978	23.005
253	20.089	24.006
254	24.146	24.011
255	23.124	24.046
256	21.01	23.944
257	22.053	23.962
258	27.018	20.088
259	17.964	10.137
