	x	y
0	21.0	12.995
1	21.913	12.985
2	23.16	13.047
3	17.982	12.978
4	16.988	13.021
5	18.93	13.009
6	20.029	13.011
7	20.074	15.07
8	18.922	13.992
9	20.03	14.029
10	18.945	15.016
11	18.024	13.996
12	16.973	15.021
13	17.968	15.017
14	16.895	17.019
15	17.981	17.053
16	18.039	16.027
17	16.945	16.013
18	18.944	15.993
19	19.016	17.05
20	20.067	17.103
21	20.129	16.008
22	23.193	15.036
23	23.14	14.055
24	21.897	14.031
25	20.899	13.953
26	20.915	15.05
27	21.925	14.984
28	21.901	15.966
29	21.889	17.016
30	20.9	15.981
31	20.951	17.075
32	23.177	17.107
33	23.132	16.023
34	5.851	13.015
35	7.9	13.044
36	6.932	13.045
37	7.944	14.09
38	6.929	14.053
39	7.9	15.027
40	6.846	15.024
41	5.868	13.997
42	5.86	15.054
43	5.872	17.007
44	5.888	16.034
45	6.873	17.052
46	6.929	16.026
47	7.931	16.025
48	7.911	17.043
49	14.054	13.027
50	13.074	13.03
51	15.011	13.083
52	15.857	13.073
53	9.882	13.001
54	8.989	13.022
55	12.045	13.064
56	10.832	12.997
57	10.818	14.99
58	10.851	14.011
59	12.089	14.118
60	12.083	15.065
61	9.898	15.014
62	8.999	15.033
63	8.97	14.106
64	9.893	14.062
65	9.851	17.018
66	9.843	15.996
67	8.937	16.03
68	9.025	17.085
69	12.113	16.075
70	12.106	17.029
71	10.868	15.991
72	15.866	13.977
73	15.08	13.948
74	15.935	15.022
75	15.048	14.992
76	13.049	14.067
77	14.025	14.025
78	12.945	15.025
79	13.968	15.013
80	13.06	17.072
81	13.059	16.041
82	13.981	16.023
83	13.975	17.035
84	15.014	16.994
85	15.981	16.004
86	16.014	17.008
87	15.029	16.023
88	15.992	19.0
89	15.913	18.021
90	14.993	18.049
91	15.032	19.016
92	14.035	18.052
93	13.054	18.061
94	13.107	19.065
95	13.962	19.041
96	12.098	19.083
97	12.089	18.073
98	10.883	19.072
99	10.888	18.023
100	9.857	18.004
101	8.988	18.045
102	8.992	19.143
103	9.898	19.061
104	6.917	18.069
105	6.976	19.079
106	7.945	19.137
107	7.902	18.048
108	5.91	18.037
109	23.131	19.06
110	23.116	18.045
111	21.893	17.99
112	20.948	18.986
113	21.013	18.019
114	21.862	18.987
115	18.945	17.989
116	20.042	18.025
117	18.967	19.005
118	20.105	18.964
119	16.999	18.009
120	17.897	19.02
121	16.946	19.013
122	17.998	18.054
123	7.929	11.056
124	7.861	12.028
125	15.111	10.993
126	13.971	11.035
127	13.072	11.043
128	13.022	12.02
129	14.016	12.03
130	15.012	11.98
131	10.865	10.965
132	12.044	11.054
133	8.957	11.123
134	9.847	11.013
135	9.853	11.997
136	9.013	12.028
137	10.823	12.014
138	12.093	12.051
139	6.923	12.008
140	20.95	11.958
141	21.893	11.985
142	17.936	11.991
143	17.017	12.041
144	20.035	11.994
145	18.938	11.988
146	15.873	11.978
147	18.937	11.005
148	17.966	11.012
149	24.08	14.014
150	24.073	14.986
151	24.063	17.122
152	24.115	16.026
153	24.134	19.019
154	24.075	18.041
155	24.123	20.073
156	24.151	22.0
157	24.161	21.007
158	14.987	20.02
159	15.935	20.03
160	14.019	20.015
161	13.054	20.037
162	14.006	21.007
163	13.038	21.017
164	16.001	21.015
165	15.053	21.053
166	12.089	20.065
167	10.827	20.023
168	9.036	20.088
169	9.899	20.081
170	8.969	21.001
171	9.892	20.99
172	12.1	21.022
173	10.876	20.986
174	6.906	20.066
175	7.907	20.062
176	7.946	20.982
177	23.201	20.052
178	20.976	20.011
179	21.929	19.98
180	20.959	20.989
181	21.904	20.963
182	23.114	21.018
183	18.907	20.007
184	20.102	20.035
185	16.992	20.001
186	17.942	21.01
187	16.93	21.005
188	18.98	20.989
189	20.105	21.014
190	25.047	17.026
191	25.1	19.026
192	25.096	18.024
193	21.942	22.078
194	20.938	22.015
195	23.12	22.021
196	18.049	22.098
197	16.949	22.008
198	19.002	22.081
199	20.095	22.058
200	20.009	24.002
201	19.035	22.965
202	19.066	24.077
203	20.035	22.909
204	16.929	22.979
205	17.972	22.937
206	18.101	23.978
207	23.065	22.957
208	23.156	23.981
209	20.945	23.918
210	21.954	23.934
211	20.933	22.915
212	21.938	22.925
213	14.063	21.988
214	13.084	22.028
215	15.01	21.99
216	16.016	22.045
217	9.013	22.065
218	9.921	22.014
219	12.082	22.014
220	10.856	22.009
221	12.087	22.973
222	10.882	22.962
223	9.928	23.029
224	15.957	22.97
225	13.05	22.942
226	14.051	22.986
227	7.97	22.096
228	20.104	25.004
229	20.99	24.968
