	x	y
0	16.918	16.996
1	18.017	17.034
2	20.075	17.059
3	18.979	17.065
4	21.937	16.967
5	20.899	17.015
6	24.121	17.055
7	23.122	17.085
8	25.068	16.996
9	26.035	16.991
10	26.987	16.997
11	27.948	16.969
12	9.868	17.084
13	9.004	17.028
14	12.074	17.04
15	10.908	16.974
16	13.045	17.149
17	14.014	17.063
18	15.011	17.051
19	16.003	17.048
20	15.076	19.996
21	15.063	19.016
22	15.019	18.024
23	15.932	18.0
24	15.893	20.047
25	15.936	19.021
26	12.973	18.014
27	14.07	18.032
28	13.059	20.044
29	14.013	19.054
30	14.004	20.024
31	13.061	19.072
32	13.969	21.05
33	14.069	21.943
34	13.058	22.014
35	13.014	20.919
36	15.89	21.016
37	15.084	21.071
38	15.051	21.998
39	15.996	22.102
40	12.08	19.06
41	12.121	18.058
42	12.092	20.032
43	10.896	18.992
44	10.877	17.97
45	10.868	20.032
46	9.959	20.044
47	9.918	18.981
48	9.023	19.044
49	9.018	20.048
50	9.899	17.997
51	9.049	18.018
52	9.068	20.979
53	9.906	20.97
54	9.966	21.951
55	9.059	22.014
56	12.131	21.968
57	12.073	21.045
58	10.868	20.971
59	10.903	21.945
60	10.899	23.91
61	12.153	24.01
62	12.115	22.986
63	10.857	22.897
64	9.03	23.949
65	9.056	22.94
66	9.966	23.953
67	9.999	22.935
68	9.074	24.935
69	9.951	24.909
70	12.123	25.002
71	10.86	24.947
72	15.949	22.955
73	15.98	23.961
74	15.009	22.966
75	15.073	23.973
76	13.048	23.951
77	13.067	22.915
78	14.05	23.965
79	14.048	22.95
80	13.111	24.919
81	14.085	24.905
82	15.033	24.886
83	15.953	24.959
84	29.058	18.046
85	29.077	18.972
86	29.042	20.088
87	28.971	20.971
88	28.989	21.969
89	27.011	20.052
90	26.98	18.983
91	26.993	17.966
92	27.979	17.991
93	28.011	18.987
94	27.995	20.017
95	25.06	19.024
96	25.062	20.007
97	26.027	20.023
98	26.064	17.981
99	25.044	18.022
100	26.071	18.994
101	26.111	21.979
102	25.055	21.994
103	26.076	20.965
104	25.04	21.01
105	27.937	20.97
106	27.038	20.951
107	26.991	21.958
108	27.97	21.947
109	27.977	22.897
110	28.0	23.902
111	27.012	22.908
112	26.993	23.896
113	26.03	23.935
114	26.072	22.884
115	25.107	22.896
116	25.119	23.921
117	25.013	24.806
118	26.159	24.845
119	27.976	24.882
120	27.031	24.865
121	28.98	23.89
122	28.994	22.861
123	29.007	24.906
124	23.159	20.027
125	23.1	19.036
126	24.124	19.029
127	24.122	18.025
128	24.096	20.049
129	23.114	18.019
130	21.919	17.952
131	20.975	20.036
132	20.97	17.974
133	21.934	18.934
134	21.956	19.964
135	20.96	18.968
136	20.929	20.972
137	21.933	21.931
138	21.006	21.941
139	21.976	20.925
140	24.1	22.013
141	23.115	21.019
142	23.156	22.013
143	24.13	21.008
144	19.037	17.976
145	20.051	20.007
146	18.978	20.047
147	18.957	18.977
148	19.993	18.035
149	20.062	19.0
150	16.987	17.981
151	17.028	19.984
152	17.956	18.006
153	16.987	18.995
154	17.976	19.0
155	18.068	22.018
156	17.988	21.045
157	16.981	20.987
158	16.965	22.101
159	19.032	21.982
160	18.98	21.065
161	20.072	20.997
162	20.053	21.979
163	20.078	22.838
164	20.111	23.889
165	19.039	23.982
166	18.984	22.881
167	16.93	22.932
168	18.155	22.881
169	16.869	23.909
170	18.126	23.926
171	16.988	24.905
172	18.033	24.967
173	18.997	24.953
174	20.094	24.903
175	23.176	22.999
176	24.112	22.904
177	24.115	23.954
178	23.182	23.977
179	20.923	23.871
180	21.938	23.891
181	21.949	22.839
