	x	y
0	19.834	14.991
1	18.932	14.989
2	16.906	15.005
3	17.846	14.997
4	16.956	17.008
5	16.911	16.001
6	17.828	15.994
7	17.803	17.011
8	18.928	15.984
9	18.927	16.992
10	19.89	15.988
11	19.885	16.998
12	23.136	14.974
13	20.94	14.933
14	21.889	14.975
15	20.904	16.942
16	21.837	15.98
17	21.888	17.005
18	20.916	15.92
19	23.147	16.987
20	23.096	15.971
21	7.806	15.014
22	6.749	15.016
23	5.853	15.019
24	4.875	14.999
25	5.852	17.03
26	5.839	16.021
27	4.844	17.021
28	4.869	15.978
29	7.886	17.021
30	6.789	16.023
31	7.827	16.0
32	6.824	17.042
33	12.02	14.98
34	10.764	15.001
35	9.841	14.952
36	8.804	15.029
37	8.738	17.021
38	8.736	16.018
39	9.836	15.96
40	9.786	16.971
41	10.83	17.035
42	12.043	15.991
43	12.018	16.994
44	10.804	16.018
45	15.957	14.988
46	14.953	14.987
47	13.908	15.007
48	12.911	14.997
49	13.903	17.015
50	12.958	15.991
51	13.925	15.991
52	12.954	17.013
53	15.945	15.985
54	15.943	16.99
55	14.923	15.99
56	14.981	16.997
57	15.981	19.987
58	14.912	19.007
59	15.935	17.989
60	14.984	18.006
61	14.948	19.984
62	16.005	19.009
63	13.982	18.987
64	12.971	19.997
65	12.939	19.006
66	13.96	20.007
67	13.948	18.027
68	12.947	18.012
69	13.953	22.014
70	12.982	21.02
71	12.963	21.992
72	13.885	21.015
73	16.004	21.027
74	14.917	21.025
75	15.925	21.979
76	12.069	19.019
77	12.041	18.014
78	10.835	20.012
79	10.825	18.019
80	12.015	19.992
81	10.836	19.048
82	8.808	18.039
83	8.81	19.041
84	8.772	20.035
85	9.86	19.962
86	9.859	17.976
87	9.767	18.979
88	9.852	20.961
89	8.762	20.984
90	9.858	21.968
91	8.791	21.974
92	12.026	21.992
93	12.078	21.032
94	10.852	21.035
95	10.835	22.023
96	12.041	23.001
97	10.803	23.023
98	9.799	22.97
99	8.796	22.974
100	14.937	22.989
101	15.94	23.008
102	13.965	22.999
103	12.929	22.999
104	6.822	19.06
105	6.785	18.027
106	6.812	20.064
107	7.832	20.041
108	7.875	19.038
109	7.824	18.011
110	4.848	18.006
111	5.877	18.038
112	4.867	19.015
113	5.854	19.044
114	5.898	20.054
115	4.833	20.029
116	4.846	21.016
117	5.864	22.042
118	4.84	22.004
119	5.862	21.049
120	7.831	21.003
121	6.825	21.029
122	7.833	22.016
123	6.794	22.036
124	6.819	23.04
125	7.845	23.007
126	5.85	23.04
127	4.878	23.004
128	23.089	19.954
129	23.11	18.997
130	23.144	17.995
131	20.853	17.946
132	20.923	19.93
133	21.936	19.98
134	21.891	19.045
135	20.864	18.94
136	21.915	18.019
137	20.879	20.94
138	21.883	21.012
139	20.877	21.958
140	21.927	22.032
141	23.116	21.997
142	23.086	20.979
143	19.879	19.998
144	19.912	18.951
145	18.995	17.994
146	18.943	19.017
147	19.856	17.991
148	16.899	18.014
149	16.926	20.001
150	17.89	20.003
151	17.88	18.027
152	17.85	19.034
153	16.906	19.014
154	16.933	21.019
155	16.922	22.02
156	17.896	22.031
157	17.841	21.016
158	19.899	21.966
159	18.955	21.993
160	19.922	21.014
161	19.91	22.961
162	19.017	23.024
163	21.887	23.025
164	20.863	22.961
165	18.954	13.991
166	19.874	13.981
167	16.872	13.972
168	17.829	13.998
169	20.837	13.917
170	21.782	13.993
171	7.829	14.014
172	6.792	14.023
173	5.864	14.022
174	12.011	14.002
175	10.749	13.993
176	8.784	14.012
177	15.939	13.977
178	14.923	13.983
179	13.938	14.0
180	12.927	14.01
181	20.924	12.954
182	21.857	13.018
183	17.848	13.016
184	16.945	13.026
185	18.919	13.017
186	19.819	13.017
187	13.937	13.011
188	12.942	13.021
189	14.899	12.986
190	15.905	13.005
191	20.895	11.952
192	17.845	12.003
193	16.932	12.0
194	18.943	12.002
195	19.799	12.016
196	12.938	11.991
197	13.904	11.992
198	15.898	11.994
199	14.931	11.996
200	18.903	11.018
201	19.826	11.005
202	16.935	11.009
203	17.83	11.008
204	14.92	11.003
205	15.948	11.0
206	13.898	10.959
207	7.838	13.024
208	8.766	13.029
209	9.82	12.99
210	10.74	13.049
211	3.907	17.041
212	3.87	15.988
213	3.887	19.034
214	3.921	17.961
215	3.844	20.028
216	3.894	22.013
217	3.883	21.014
218	10.796	24.015
219	12.042	24.018
220	8.831	23.994
221	9.888	23.982
222	14.88	24.001
223	16.028	23.986
224	13.979	24.014
225	12.943	24.009
226	7.787	24.031
227	6.752	24.026
228	5.933	24.031
229	4.889	24.035
230	19.896	23.974
231	18.941	23.965
232	21.896	24.015
233	8.816	25.003
234	9.822	24.973
235	12.037	25.018
236	10.781	25.035
237	13.943	25.012
238	12.965	25.013
239	16.03	24.987
240	14.925	24.996
241	5.85	25.027
242	6.792	25.038
243	7.851	25.017
244	16.973	24.978
245	9.872	25.971
246	8.849	26.001
247	10.759	26.018
248	12.069	26.015
249	12.989	26.019
250	5.835	26.057
251	7.85	26.029
252	6.763	26.056
253	7.762	27.038
254	10.815	27.035
255	9.896	26.986
256	8.84	27.038
257	24.005	19.972
258	24.001	18.981
259	23.991	17.976
260	19.859	24.994
261	18.917	24.988
262	17.85	25.007
263	20.935	24.958
264	15.97	26.046
265	16.96	26.032
266	2.911	18.026
267	2.85	19.026
