	x	y
0	20.908	12.984
1	21.955	12.957
2	17.979	12.992
3	16.917	13.005
4	19.024	12.968
5	20.097	13.007
6	20.093	15.04
7	20.036	14.067
8	19.0	13.985
9	18.998	14.986
10	18.002	14.993
11	17.987	13.998
12	16.91	15.023
13	16.91	17.014
14	17.972	17.096
15	16.916	15.998
16	17.992	15.978
17	19.001	15.971
18	20.096	15.979
19	20.086	17.047
20	18.919	17.091
21	21.976	14.951
22	21.966	13.948
23	20.861	14.017
24	20.925	14.999
25	21.911	17.027
26	20.905	17.028
27	20.918	15.967
28	21.943	15.943
29	5.936	13.026
30	6.958	13.022
31	7.905	13.003
32	6.934	15.019
33	6.955	14.018
34	7.945	14.04
35	7.919	15.009
36	5.894	15.008
37	5.901	14.086
38	5.892	17.02
39	5.951	16.028
40	7.959	17.031
41	6.929	17.028
42	6.914	16.017
43	7.922	16.002
44	13.078	13.044
45	13.986	13.034
46	14.987	13.008
47	15.99	12.995
48	9.919	12.974
49	9.053	13.011
50	12.097	13.062
51	10.881	12.948
52	10.903	13.965
53	10.878	14.977
54	12.09	14.117
55	12.045	15.067
56	9.886	14.996
57	9.826	14.064
58	9.028	14.117
59	9.098	15.023
60	9.089	16.02
61	9.877	17.032
62	9.896	16.0
63	9.053	17.089
64	12.04	16.059
65	12.078	17.097
66	10.873	15.968
67	15.002	15.001
68	16.039	14.004
69	14.978	14.0
70	15.927	15.055
71	13.967	14.04
72	13.066	14.063
73	14.02	15.038
74	13.063	15.05
75	14.068	16.058
76	13.065	16.067
77	13.982	17.045
78	13.088	17.058
79	15.976	15.999
80	16.037	17.012
81	14.975	16.009
82	14.937	17.062
83	15.942	19.033
84	15.998	18.016
85	16.016	20.028
86	14.931	19.061
87	14.985	18.018
88	14.991	20.072
89	13.073	19.065
90	14.012	18.041
91	13.114	18.052
92	14.088	19.059
93	14.043	20.053
94	13.074	20.031
95	12.009	19.081
96	10.9	17.969
97	10.883	19.995
98	12.052	20.033
99	12.074	18.077
100	10.884	19.038
101	9.043	19.115
102	9.837	19.058
103	9.125	18.09
104	9.923	18.031
105	9.894	20.024
106	9.043	20.077
107	6.986	20.069
108	7.904	18.025
109	6.959	18.028
110	7.914	20.09
111	7.948	19.138
112	6.898	19.157
113	5.89	19.146
114	5.928	18.029
115	5.895	20.052
116	20.92	18.001
117	20.94	18.987
118	21.915	17.957
119	20.933	19.971
120	21.921	19.945
121	21.943	18.962
122	19.005	20.005
123	20.112	20.076
124	18.957	19.001
125	20.119	19.009
126	19.007	18.014
127	20.119	17.979
128	16.951	17.996
129	16.952	19.973
130	18.005	19.019
131	16.996	19.005
132	18.091	18.02
133	14.067	22.015
134	13.091	21.046
135	13.984	21.037
136	13.073	22.026
137	16.014	21.009
138	14.972	21.058
139	16.044	22.013
140	14.962	22.0
141	9.861	20.973
142	9.065	20.991
143	9.846	21.996
144	9.075	22.031
145	12.054	22.124
146	12.048	21.065
147	10.876	20.969
148	10.867	21.96
149	5.917	22.017
150	5.911	21.013
151	7.975	21.007
152	6.975	22.006
153	7.944	22.045
154	6.923	21.013
155	17.946	21.989
156	17.932	20.984
157	16.95	20.985
158	16.974	22.006
159	18.966	20.952
160	18.959	22.06
161	20.009	22.106
162	20.117	21.007
163	12.079	23.023
164	10.909	22.938
165	9.061	23.075
166	9.855	23.02
167	14.988	22.976
168	16.008	22.964
169	13.111	22.995
170	14.003	22.996
171	6.994	23.028
172	7.997	23.004
173	18.963	22.946
174	16.951	22.944
175	17.987	22.938
176	4.954	15.007
177	4.939	16.043
178	4.967	17.046
179	4.925	18.04
180	4.864	20.001
181	4.993	19.071
182	20.89	12.005
183	17.933	12.0
184	16.999	11.985
185	20.178	12.066
186	19.055	12.002
187	6.941	12.023
188	7.926	12.017
189	14.019	12.002
190	13.076	12.03
191	15.991	12.003
192	14.962	12.005
193	9.057	12.023
194	9.869	12.009
195	10.925	11.97
196	12.067	12.057
197	10.9	23.931
198	12.072	24.019
199	9.118	23.957
200	9.885	23.948
201	14.924	23.956
202	13.132	23.984
203	14.003	23.97
204	7.944	23.973
205	17.011	23.952
206	17.933	23.934
207	9.873	24.988
208	12.033	24.977
209	10.953	24.905
210	14.077	24.946
211	13.117	24.953
212	21.076	21.003
213	18.959	11.003
214	20.063	10.958
215	16.943	10.995
216	17.995	11.008
217	7.915	11.133
218	15.026	10.996
219	15.992	11.006
220	13.995	11.055
221	13.058	11.05
222	10.929	11.019
223	12.055	11.05
224	9.021	11.089
225	9.853	11.065
226	18.968	9.968
227	17.997	9.991
228	16.901	10.011
229	14.986	10.026
230	15.999	10.02
231	12.985	10.027
232	14.009	10.019
233	16.888	9.075
234	15.013	8.991
235	16.029	9.03
