	x	y
0	18.022	24.008
1	24.062	13.081
2	23.22	13.08
3	24.104	14.075
4	23.195	15.104
5	23.178	14.099
6	24.047	15.09
7	24.146	17.132
8	23.169	17.151
9	24.088	16.102
10	23.161	16.104
11	26.149	13.046
12	25.099	13.081
13	27.977	13.042
14	27.025	13.031
15	27.977	14.006
16	27.007	15.054
17	28.002	15.074
18	27.072	14.043
19	26.064	15.047
20	26.049	14.062
21	25.115	14.07
22	25.152	15.08
23	25.088	15.955
24	26.104	16.033
25	25.083	17.091
26	26.126	16.99
27	27.032	17.052
28	27.02	16.039
29	28.034	16.031
30	27.986	17.047
31	27.04	20.128
32	28.049	20.116
33	28.061	19.048
34	26.973	18.088
35	28.085	18.046
36	26.994	19.073
37	25.091	19.101
38	26.076	20.062
39	25.074	20.093
40	26.133	19.095
41	26.115	18.082
42	25.087	18.09
43	26.152	21.05
44	26.102	22.061
45	25.033	21.091
46	25.092	22.089
47	27.041	21.043
48	28.01	21.0
49	27.002	22.047
50	28.07	22.014
51	28.05	22.931
52	27.028	23.993
53	27.06	22.943
54	28.039	23.983
55	26.143	24.023
56	25.061	22.989
57	26.102	22.964
58	25.115	24.073
59	26.094	24.947
60	25.15	24.984
61	28.056	24.978
62	27.082	24.958
63	23.178	20.134
64	23.206	19.114
65	24.081	19.156
66	24.134	18.094
67	23.163	18.121
68	24.171	20.156
69	23.143	21.095
70	24.178	22.083
71	23.152	22.097
72	24.218	21.078
73	24.157	24.046
74	23.134	23.05
75	24.146	23.071
76	23.182	24.062
77	23.275	25.05
78	24.092	24.929
79	25.159	26.009
80	26.101	26.009
81	26.99	25.986
82	28.077	25.97
83	24.106	26.034
84	21.974	14.0
85	21.957	15.032
86	21.963	17.073
87	21.949	16.022
88	21.938	18.054
89	21.911	19.043
90	21.944	20.026
91	21.991	22.037
92	21.988	21.025
93	21.988	23.976
94	21.982	22.921
95	20.987	13.053
96	17.999	13.042
97	17.029	13.055
98	19.03	13.005
99	20.123	13.045
100	20.126	15.112
101	18.966	14.046
102	20.12	14.076
103	18.986	15.072
104	18.02	15.084
105	18.02	14.048
106	16.948	15.074
107	18.011	16.068
108	16.949	16.069
109	16.956	17.073
110	18.097	17.118
111	18.993	16.031
112	20.073	16.047
113	20.064	17.168
114	19.02	17.13
115	20.927	14.015
116	20.965	15.092
117	20.949	16.063
118	20.982	17.131
119	13.11	13.106
120	14.023	13.094
121	15.912	13.062
122	15.084	13.076
123	12.109	13.138
124	12.151	15.108
125	12.097	14.172
126	12.143	16.124
127	12.132	17.127
128	15.047	15.079
129	15.079	14.075
130	16.015	15.073
131	15.936	14.06
132	14.037	14.111
133	13.082	15.097
134	13.128	14.103
135	14.023	15.094
136	13.069	16.109
137	13.054	17.172
138	14.028	16.1
139	14.071	17.115
140	15.993	17.111
141	15.036	17.085
142	16.031	16.16
143	15.052	16.086
144	16.057	19.087
145	15.928	18.087
146	15.082	18.102
147	15.042	19.116
148	15.041	20.076
149	16.028	20.083
150	14.055	18.118
151	13.107	20.112
152	13.083	18.142
153	14.043	20.098
154	13.081	19.118
155	14.034	19.127
156	14.066	21.107
157	13.027	21.112
158	14.127	22.09
159	13.044	22.114
160	15.985	21.069
161	15.079	21.147
162	15.074	22.095
163	16.045	22.185
164	12.137	18.148
165	12.158	20.106
166	12.155	19.148
167	12.168	22.075
168	12.173	21.089
169	21.042	19.036
170	20.954	20.082
171	21.002	18.09
172	21.018	21.04
173	20.997	22.062
174	20.047	19.084
175	19.045	18.073
176	20.157	20.031
177	19.002	20.054
178	19.092	19.065
179	20.039	18.098
180	18.013	18.091
181	16.992	18.083
182	16.971	20.063
183	17.974	19.073
184	16.953	19.079
185	18.064	22.094
186	17.976	21.091
187	17.006	22.083
188	17.008	21.058
189	19.098	21.059
190	19.053	22.126
191	20.052	22.171
192	20.032	21.13
193	10.908	16.029
194	10.942	17.06
195	10.903	19.121
196	10.925	18.079
197	10.921	20.057
198	10.905	22.062
199	10.91	21.013
200	12.142	24.081
201	12.119	23.076
202	15.096	24.008
203	15.123	23.058
204	15.981	23.035
205	15.965	24.027
206	13.068	24.061
207	14.013	23.048
208	13.152	23.041
209	14.084	24.059
210	20.102	22.98
211	20.067	24.026
212	19.064	24.093
213	19.065	23.028
214	16.978	22.996
215	17.009	24.013
216	18.04	22.984
217	29.064	15.07
218	30.063	15.022
219	30.017	14.004
220	29.104	13.999
221	29.084	17.116
222	30.006	17.109
223	28.98	16.055
224	30.103	16.029
225	30.087	19.029
226	28.997	18.175
227	29.068	20.125
228	29.004	19.065
229	30.051	20.127
230	30.079	18.082
231	29.021	22.023
232	29.07	21.052
233	30.0	21.031
234	30.073	22.013
235	29.072	23.981
236	29.046	23.05
237	30.091	22.959
238	30.096	23.963
239	29.056	24.967
240	14.051	24.974
241	13.122	25.082
242	16.022	25.031
243	15.082	25.019
244	16.993	25.01
245	18.053	25.111
246	19.041	25.077
247	20.102	25.056
248	16.014	25.997
249	15.032	25.998
250	18.034	25.968
251	16.947	25.985
252	19.017	25.971
253	18.026	12.034
254	16.973	12.068
255	20.057	12.069
256	19.01	12.033
257	14.032	12.101
258	13.088	12.113
259	15.986	12.061
260	15.065	12.059
261	18.991	11.025
262	16.993	11.06
263	17.989	11.072
264	31.112	15.088
265	31.177	17.064
266	31.1	16.047
267	31.127	18.119
268	31.111	19.063
269	31.17	20.045
270	31.192	21.011
271	31.129	22.025
272	31.116	23.052
273	21.017	22.97
274	32.012	17.108
275	32.017	16.005
276	32.048	20.097
277	31.998	21.073
278	9.997	19.137
